text,label,source,dataset_type
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral,FinancialPhraseBank,gold_standard
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",negative,FinancialPhraseBank,gold_standard
The passenger tunnel is expected to be put into operation in 2009 .,neutral,FinancialPhraseBank,gold_standard
Tata Steel working with StanChart for UK unit sale - source,positive,FinancialPhraseBank,gold_standard
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",neutral,FinancialPhraseBank,gold_standard
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",neutral,FinancialPhraseBank,gold_standard
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral,FinancialPhraseBank,gold_standard
$PLUG Closed short position. Small gain. Not interested in options expiring worthless,positive,FinancialPhraseBank,gold_standard
"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .",neutral,FinancialPhraseBank,gold_standard
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive,FinancialPhraseBank,gold_standard
AstraZeneca sells US drug rights to Perrigo for $380 mln,positive,FinancialPhraseBank,gold_standard
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,negative,FinancialPhraseBank,gold_standard
"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia .",neutral,FinancialPhraseBank,gold_standard
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative,FinancialPhraseBank,gold_standard
"The subscriptions increase Cargotec 's share capital by 36,780 euros .",positive,FinancialPhraseBank,gold_standard
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,neutral,FinancialPhraseBank,gold_standard
"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive,FinancialPhraseBank,gold_standard
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",positive,FinancialPhraseBank,gold_standard
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,FinancialPhraseBank,gold_standard
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative,FinancialPhraseBank,gold_standard
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",neutral,FinancialPhraseBank,gold_standard
The proposed consolidation activities will impact approximately 30 positions .,neutral,FinancialPhraseBank,gold_standard
Consumption is forecast to grow by about 2 % .,positive,FinancialPhraseBank,gold_standard
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive,FinancialPhraseBank,gold_standard
Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,negative,FinancialPhraseBank,gold_standard
You are warmly welcome !,neutral,FinancialPhraseBank,gold_standard
Efore 's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE : 000063 .,neutral,FinancialPhraseBank,gold_standard
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive,FinancialPhraseBank,gold_standard
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",neutral,FinancialPhraseBank,gold_standard
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",positive,FinancialPhraseBank,gold_standard
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",neutral,FinancialPhraseBank,gold_standard
SABMiller revenue hit by weaker EM currencies,negative,FinancialPhraseBank,gold_standard
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,positive,FinancialPhraseBank,gold_standard
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,FinancialPhraseBank,gold_standard
"Ackman, in email, says supports Valeant CEO Pearson",positive,FinancialPhraseBank,gold_standard
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,FinancialPhraseBank,gold_standard
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,neutral,FinancialPhraseBank,gold_standard
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative,FinancialPhraseBank,gold_standard
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral,FinancialPhraseBank,gold_standard
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,neutral,FinancialPhraseBank,gold_standard
The bank sees a potential for Getinge share to rise .,positive,FinancialPhraseBank,gold_standard
Finnish food industry company L+ñnnen Tehtaat is planning changes to its fish product business .,neutral,FinancialPhraseBank,gold_standard
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,FinancialPhraseBank,gold_standard
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral,FinancialPhraseBank,gold_standard
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,negative,FinancialPhraseBank,gold_standard
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,FinancialPhraseBank,gold_standard
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",positive,FinancialPhraseBank,gold_standard
Uponor maintains its full-year guidance for 2010 .,neutral,FinancialPhraseBank,gold_standard
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,neutral,FinancialPhraseBank,gold_standard
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",neutral,FinancialPhraseBank,gold_standard
Its 168 asset management experts manage assets worth over EUR 35 billion .,neutral,FinancialPhraseBank,gold_standard
Tesco leads FTSE higher on Clubcard bid reports,positive,FinancialPhraseBank,gold_standard
Finnair was able to operate most of its leisure flights despite the strike .,positive,FinancialPhraseBank,gold_standard
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",negative,FinancialPhraseBank,gold_standard
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",negative,FinancialPhraseBank,gold_standard
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",negative,FinancialPhraseBank,gold_standard
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative,FinancialPhraseBank,gold_standard
"no compensation for its news , opinions or distributions .",neutral,FinancialPhraseBank,gold_standard
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive,FinancialPhraseBank,gold_standard
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",positive,FinancialPhraseBank,gold_standard
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral,FinancialPhraseBank,gold_standard
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,FinancialPhraseBank,gold_standard
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral,FinancialPhraseBank,gold_standard
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral,FinancialPhraseBank,gold_standard
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,FinancialPhraseBank,gold_standard
"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .",neutral,FinancialPhraseBank,gold_standard
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative,FinancialPhraseBank,gold_standard
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral,FinancialPhraseBank,gold_standard
`` They want my credit card info and my personal details .,neutral,FinancialPhraseBank,gold_standard
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,positive,FinancialPhraseBank,gold_standard
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",negative,FinancialPhraseBank,gold_standard
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",neutral,FinancialPhraseBank,gold_standard
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral,FinancialPhraseBank,gold_standard
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,FinancialPhraseBank,gold_standard
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral,FinancialPhraseBank,gold_standard
The operating margin came down to 2.4 % from 5.7 % .,neutral,FinancialPhraseBank,gold_standard
"`` In Ukraine , too , we act as a partner for major bakery clients in both production and product development .",neutral,FinancialPhraseBank,gold_standard
"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",neutral,FinancialPhraseBank,gold_standard
The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .,positive,FinancialPhraseBank,gold_standard
Merging the two free sheets will clarify the market situation .,neutral,FinancialPhraseBank,gold_standard
Arena Partners Oy is a development company for electronic business .,neutral,FinancialPhraseBank,gold_standard
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative,FinancialPhraseBank,gold_standard
The studies are expected to start in 2008 .,neutral,FinancialPhraseBank,gold_standard
Net profit in the same period in 2006 was 36.6 million euros .,neutral,FinancialPhraseBank,gold_standard
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,FinancialPhraseBank,gold_standard
The number of magazine and newspaper readers remained unchanged .,neutral,FinancialPhraseBank,gold_standard
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral,FinancialPhraseBank,gold_standard
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",neutral,FinancialPhraseBank,gold_standard
Yvonne Jones is owner of Chameleon Interiors .,neutral,FinancialPhraseBank,gold_standard
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",neutral,FinancialPhraseBank,gold_standard
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral,FinancialPhraseBank,gold_standard
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive,FinancialPhraseBank,gold_standard
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral,FinancialPhraseBank,gold_standard
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,neutral,FinancialPhraseBank,gold_standard
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive,FinancialPhraseBank,gold_standard
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,FinancialPhraseBank,gold_standard
"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",neutral,FinancialPhraseBank,gold_standard
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",positive,FinancialPhraseBank,gold_standard
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",neutral,FinancialPhraseBank,gold_standard
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",neutral,FinancialPhraseBank,gold_standard
"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .",neutral,FinancialPhraseBank,gold_standard
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",positive,FinancialPhraseBank,gold_standard
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral,FinancialPhraseBank,gold_standard
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative,FinancialPhraseBank,gold_standard
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,FinancialPhraseBank,gold_standard
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,FinancialPhraseBank,gold_standard
"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",neutral,FinancialPhraseBank,gold_standard
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,FinancialPhraseBank,gold_standard
$DCTH Near HOD,positive,FinancialPhraseBank,gold_standard
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,neutral,FinancialPhraseBank,gold_standard
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,positive,FinancialPhraseBank,gold_standard
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,neutral,FinancialPhraseBank,gold_standard
"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .",neutral,FinancialPhraseBank,gold_standard
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,FinancialPhraseBank,gold_standard
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",neutral,FinancialPhraseBank,gold_standard
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative,FinancialPhraseBank,gold_standard
Incap Furniture is presently negotiating staff cuts .,neutral,FinancialPhraseBank,gold_standard
$AAPL broke descending channel....will it hold?,neutral,FinancialPhraseBank,gold_standard
The acquisition is expected to improve access to chrome ore resources in Turkey .,positive,FinancialPhraseBank,gold_standard
"When this investment is in place , Atria plans to expand into the Moscow market .",neutral,FinancialPhraseBank,gold_standard
"The respondents praised Finnair 's reliability , Finnishness , and understanding of its target group .",positive,FinancialPhraseBank,gold_standard
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,positive,FinancialPhraseBank,gold_standard
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",positive,FinancialPhraseBank,gold_standard
"The objective is that trading in the shares will commence on May 2 , 2007 .",neutral,FinancialPhraseBank,gold_standard
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,neutral,FinancialPhraseBank,gold_standard
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",neutral,FinancialPhraseBank,gold_standard
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",positive,FinancialPhraseBank,gold_standard
Why not subscribe to the magazine ?,neutral,FinancialPhraseBank,gold_standard
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral,FinancialPhraseBank,gold_standard
It was decided that the auditors are reimbursed according to invoice .,neutral,FinancialPhraseBank,gold_standard
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,neutral,FinancialPhraseBank,gold_standard
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,FinancialPhraseBank,gold_standard
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",positive,FinancialPhraseBank,gold_standard
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive,FinancialPhraseBank,gold_standard
"Under Finnish law , Parliament grants licences to build nuclear power plants .",neutral,FinancialPhraseBank,gold_standard
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative,FinancialPhraseBank,gold_standard
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral,FinancialPhraseBank,gold_standard
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,positive,FinancialPhraseBank,gold_standard
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,neutral,FinancialPhraseBank,gold_standard
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral,FinancialPhraseBank,gold_standard
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",neutral,FinancialPhraseBank,gold_standard
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral,FinancialPhraseBank,gold_standard
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,positive,FinancialPhraseBank,gold_standard
The original patent was filed in Finland under application No. .,neutral,FinancialPhraseBank,gold_standard
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",neutral,FinancialPhraseBank,gold_standard
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral,FinancialPhraseBank,gold_standard
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",positive,FinancialPhraseBank,gold_standard
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,neutral,FinancialPhraseBank,gold_standard
"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",negative,FinancialPhraseBank,gold_standard
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,FinancialPhraseBank,gold_standard
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",negative,FinancialPhraseBank,gold_standard
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",neutral,FinancialPhraseBank,gold_standard
The group 's net sales in 2007 were EUR683 .6 m.,neutral,FinancialPhraseBank,gold_standard
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,FinancialPhraseBank,gold_standard
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",neutral,FinancialPhraseBank,gold_standard
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",neutral,FinancialPhraseBank,gold_standard
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,positive,FinancialPhraseBank,gold_standard
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,negative,FinancialPhraseBank,gold_standard
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,neutral,FinancialPhraseBank,gold_standard
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",neutral,FinancialPhraseBank,gold_standard
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,neutral,FinancialPhraseBank,gold_standard
"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral,FinancialPhraseBank,gold_standard
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive,FinancialPhraseBank,gold_standard
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",neutral,FinancialPhraseBank,gold_standard
"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral,FinancialPhraseBank,gold_standard
Investments are not disclosed .,neutral,FinancialPhraseBank,gold_standard
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,FinancialPhraseBank,gold_standard
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,FinancialPhraseBank,gold_standard
The value of the order is about EUR 30mn .,neutral,FinancialPhraseBank,gold_standard
"The market making in accordance with the agreement will begin on September 24 , 2009 .",neutral,FinancialPhraseBank,gold_standard
$FB popping up to HOD,positive,FinancialPhraseBank,gold_standard
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive,FinancialPhraseBank,gold_standard
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",neutral,FinancialPhraseBank,gold_standard
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral,FinancialPhraseBank,gold_standard
The identity of the buyer is not yet known .,neutral,FinancialPhraseBank,gold_standard
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,FinancialPhraseBank,gold_standard
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,positive,FinancialPhraseBank,gold_standard
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,positive,FinancialPhraseBank,gold_standard
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,FinancialPhraseBank,gold_standard
"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",neutral,FinancialPhraseBank,gold_standard
easyJet expects resilient demand to withstand security fears,positive,FinancialPhraseBank,gold_standard
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,neutral,FinancialPhraseBank,gold_standard
"$SLV -4.44% at 18 now AWFUL, down from 42.50",negative,FinancialPhraseBank,gold_standard
The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',neutral,FinancialPhraseBank,gold_standard
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral,FinancialPhraseBank,gold_standard
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",neutral,FinancialPhraseBank,gold_standard
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",neutral,FinancialPhraseBank,gold_standard
Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,negative,FinancialPhraseBank,gold_standard
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral,FinancialPhraseBank,gold_standard
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,FinancialPhraseBank,gold_standard
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",neutral,FinancialPhraseBank,gold_standard
The bridge will be built to the south of the existing bridge spanning the strait .,neutral,FinancialPhraseBank,gold_standard
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral,FinancialPhraseBank,gold_standard
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,FinancialPhraseBank,gold_standard
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,FinancialPhraseBank,gold_standard
The value of the multi-year agreement is over EUR 2mn a year .,neutral,FinancialPhraseBank,gold_standard
"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",negative,FinancialPhraseBank,gold_standard
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,FinancialPhraseBank,gold_standard
"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",positive,FinancialPhraseBank,gold_standard
"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",negative,FinancialPhraseBank,gold_standard
Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive,FinancialPhraseBank,gold_standard
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",neutral,FinancialPhraseBank,gold_standard
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral,FinancialPhraseBank,gold_standard
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,FinancialPhraseBank,gold_standard
It will also strengthen Ruukki 's offshore business .,positive,FinancialPhraseBank,gold_standard
The handset maker did not disclose any financial details .,neutral,FinancialPhraseBank,gold_standard
The plant is expected to start production in the first half of 2007 .,neutral,FinancialPhraseBank,gold_standard
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",positive,FinancialPhraseBank,gold_standard
The electricity requirement of networks will grow with the new mobile generation .,neutral,FinancialPhraseBank,gold_standard
"Order intake , on the other hand , is expected to be stronger than in 2007 .",positive,FinancialPhraseBank,gold_standard
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative,FinancialPhraseBank,gold_standard
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral,FinancialPhraseBank,gold_standard
